YEAR,date,lat,lon,UID,SITE_ID,STATE,LOC_NAME,SITE_CLASS,AGGR_ECO3_2015,AGGR_ECO9_2015,ECO10,US_L3CODE_2015,US_L4CODE_2015,EPA_REG,WSAREA_NARS,tmean_day,ppt_day,tmean_year,ppt_year
2009,2009-05-28,40.13717208,-85.20353058,13001,FW08IN039,IN,Little White River,PROB,PLNLOW,TPL,NA,55,55f,5,58.71590042,23.203001022338867,6.889999866485596,9.919875144958496,905.95001220703125
2009,2009-05-28,39.97807985,-91.70303678,13390,FW08MO010,MO,Unknown,PROB,PLNLOW,TPL,NA,40,40a,7,2.058300018,17.529001235961914,1.399999976158142,11.173375129699707,1266.5
2009,2009-05-28,39.71144955,-94.15728285,13394,FW08MO076,MO,Brushy Creek,PROB,PLNLOW,TPL,NA,40,40a,7,93.48629761,15.927000999450684,0,10.425541877746582,1438.469970703125
2009,2009-05-28,47.21306694,-101.6901873,12882,FW08ND118,ND,Otter Creek,PROB,PLNLOW,NPL,PL-RANGE,43,43a,8,303.9609985,17.167001724243164,0,4.11299991607666,510.07000732421875
2009,2009-05-28,40.69166166,-97.15892416,14352,FW08NE028,NE,Johnson Creek,PROB,PLNLOW,SPL,NA,27,27f,7,228.3179932,12.370000839233398,0,9.510000228881836,638.65997314453125
2009,2009-05-28,33.30076771,-108.125506,14505,FW08NM019,NM,East Fork Gila River,PROB,WMTNS,WMT,MT-SWEST,23,23e,6,1818.790039,12.67400074005127,0,10.476583480834961,303.8800048828125
2009,2009-05-28,36.33997122,-105.7311498,14445,FW08RNM9061,NM,Rio Grande,HAND,WMTNS,XER,XE-EPLAT,22,22f,6,15328.7998,11.503000259399414,5.989999771118164,8.960916519165039,326.32000732421875
2009,2009-05-28,42.97872647,-117.7087394,13760,FW08ROR9099,OR,Owyhee River,HAND,WMTNS,XER,XE-NORTH,80,80a,10,23581.90039,19.124000549316406,0,9.3169584274292,278.2099914550781
2009,2009-05-28,37.36428866,-112.3426144,15189,FW08UT097,UT,Mill Creek,PROB,WMTNS,XER,XE-EPLAT,20,20e,8,12.39109993,12.643000602722168,0,7.746833324432373,254.97999572753906
2009,2009-05-28,36.59568487,-78.95496617,15641,FW08VA036,VA,Little Coleman Creek,PROB,EHIGH,SAP,NA,45,45e,3,2.252279997,22.658000946044922,0,14.058916091918945,1389.179931640625
2009,2009-05-29,39.18727431,-85.34940476,12997,FW08IN012,IN,Otter Creek,PROB,PLNLOW,TPL,NA,55,55d,5,3.011399984,18.843000411987305,0.019999999552965164,11.310125350952148,1176.4300537109375
2009,2009-05-29,40.71212718,-86.85060697,13003,FW08IN031,IN,Big Creek,PROB,PLNLOW,TPL,NA,55,55b,5,130.4140015,14.93600082397461,0.019999999552965164,9.760083198547363,1096.6600341796875
2009,2009-05-29,33.75785239,-108.7623665,14512,FW08NM031,NM,San Francisco River,PROB,WMTNS,WMT,MT-SWEST,23,23e,6,812.6610107,14.474000930786133,0,10.614958763122559,382.9599914550781
2009,2009-05-29,30.86943512,-86.48936218,15769,FW08RFL9028,FL,Jack Branch,HAND,PLNLOW,CPL,NA,65,65f,4,2.033940077,25.685001373291016,0,19.183958053588867,2158.60009765625
2009,2009-05-29,37.51017371,-112.0337085,15161,FW08UT033,UT,Paria River,PROB,WMTNS,XER,XE-EPLAT,20,20c,8,491.3259888,16.427000045776367,0.6499999761581421,9.600375175476074,184.75
2009,2009-05-30,33.91244991,-109.3564507,14174,FW08AZ005,AZ,North Fork East Fork Black River,PROB,WMTNS,WMT,MT-SWEST,23,23i,9,85.25810242,9.808000564575195,5.050000190734863,6.807250022888184,455.0799865722656
2009,2009-05-30,33.75994138,-109.4340308,14175,FW08AZ006,AZ,Centerfire Creek,PROB,WMTNS,WMT,MT-SWEST,23,23c,9,20.68300056,11.570000648498535,1.5700000524520874,8.18808364868164,444.5
2009,2009-05-30,39.77823548,-86.44708256,12998,FW08IN019,IN,Abner Creek,PROB,PLNLOW,TPL,NA,55,55b,5,12.47469997,18.428001403808594,0,10.663583755493164,1226.1900634765625
2009,2009-05-30,36.54799666,-105.1298857,14521,FW08NM048,NM,Cimarron River,PROB,WMTNS,WMT,MT-SROCK,21,21c,6,592.7290039,11.597000122070313,0,7.124499797821045,414.3800048828125
2009,2009-05-30,43.05277149,-117.6943371,13758,FW08OR049,OR,Owyhee River,PROB,WMTNS,XER,XE-NORTH,80,80a,10,23718.30078,23.01500129699707,0,9.468999862670898,274.510009765625
2009,2009-05-31,35.71495398,-92.88273831,13053,FW08AR099,AR,Middle Fork Illinois Bayou,PROB,EHIGH,SAP,NA,38,38b,6,25.52689934,22.023000717163086,0,13.556291580200195,1839.199951171875
2009,2009-05-31,40.01111906,-86.89988443,13000,FW08IN027,IN,Unnamed Stream,PROB,PLNLOW,TPL,NA,55,55b,5,2.156399965,17.924001693725586,11.960000038146973,9.724833488464355,1261.5999755859375
2009,2009-05-31,32.57591631,-92.06192231,13011,FW08LA094,LA,Bayou De Saird,PROB,PLNLOW,CPL,NA,73,73i,6,4387.72998,23.77800178527832,0,18.160625457763672,1898.1600341796875
2009,2009-05-31,34.75014516,-106.7424913,14501,FW08NM008,NM,Rio Grande,PROB,WMTNS,XER,XE-EPLAT,22,22g,6,37195.10156,20.485000610351563,0,13.730708122253418,232.74000549316406
2009,2009-05-31,30.41341715,-85.8686111,15731,FW08RFL9030,FL,Little Crooked Creek,HAND,PLNLOW,CPL,NA,75,75a,4,22.42970085,24.227001190185547,0,19.64150047302246,1651.1900634765625
2009,2009-06-01,35.27595613,-92.19925139,13054,FW08AR111,AR,Unknown,PROB,EHIGH,SAP,NA,37,37c,6,2.194200039,24.681001663208008,0,15.28879165649414,1958.06005859375
2009,2009-06-01,34.06658058,-93.42375357,15433,FW08AR146,AR,Brushy Creek,PROB,EHIGH,SAP,NA,36,36a,6,20.34280014,23.479001998901367,0,15.868499755859375,2259.7900390625
2009,2009-06-01,38.06906649,-122.5344472,14590,FW08CA155,CA,Arroyo San Jose,PROB,WMTNS,XER,XE-CALIF,6,6o,9,13.92329979,13.848000526428223,0,14.155207633972168,550.59002685546875
2009,2009-06-01,42.41056828,-94.98608641,13764,FW08IA015,IA,North Raccoon River,PROB,PLNLOW,TPL,PL-NCULT,47,47b,7,937.0910034,20.243000030517578,0,7.2198333740234375,770.17999267578125
2009,2009-06-01,39.43393657,-87.12165125,12996,FW08IN007,IN,Crooked Creek,PROB,PLNLOW,TPL,NA,72,72b,5,8.436739922,19.202001571655273,0,11.297041893005371,1352.6800537109375
2009,2009-06-01,39.31107179,-77.28332533,13220,FW08MD028,MD,Tributary to Bennett Creek,PROB,EHIGH,SAP,NA,64,64c,3,0.467999995,16.983001708984375,0,12.131583213806152,1272.7900390625
2009,2009-06-01,31.19723352,-89.69055391,12955,FW08MS020,MS,Unnamed Tributary,PROB,PLNLOW,CPL,NA,65,65f,4,0.893700004,24.924001693725586,0,19.04370880126953,1849.219970703125
2009,2009-06-01,36.48170984,-77.65993982,13615,FW08NC017,NC,Roanoke River,PROB,EHIGH,SAP,NA,45,45f,4,21901.30078,23.58500099182129,0,15.072957992553711,1212
2009,2009-06-01,41.41565683,-98.08896755,14354,FW08NE025,NE,Timber Creek,PROB,PLNLOW,SPL,NA,27,27e,7,346.6350098,23.301000595092773,5.510000228881836,9.088666915893555,652.07000732421875
2009,2009-06-01,43.77083697,-118.0489728,13755,FW08OR033,OR,Malheur River,PROB,WMTNS,XER,XE-NORTH,80,80f,10,6317.189941,19.799001693725586,6.360000133514404,8.83104133605957,278.07000732421875
2009,2009-06-02,34.06488091,-93.44225956,14265,FW08AR020,AR,Suck Creek,PROB,EHIGH,SAP,NA,36,36a,6,31.1515007,24.142000198364258,0,15.834583282470703,2288.56005859375
2009,2009-06-02,36.42861166,-93.14634877,13052,FW08AR073,AR,Little Walnut Creek,PROB,EHIGH,SAP,NA,39,39b,6,9.548959732,23.394001007080078,0,13.51883316040039,1415.3800048828125
2009,2009-06-02,38.50408081,-122.7882006,14605,FW08CA002,CA,Mark West Creek,PROB,WMTNS,XER,XE-CALIF,6,6l,9,112.5780029,14.48900032043457,0,14.15191650390625,659.32000732421875
2009,2009-06-02,30.35243432,-84.68591558,15758,FW08FL005,FL,Ochlockonee River,PROB,PLNLOW,CPL,NA,75,75i,4,4509.509766,26.42500114440918,0,19.65854263305664,1751.929931640625
2009,2009-06-02,38.76631205,-100.2741424,13216,FW08KS017,KS,Smoky Hill River,PROB,PLNLOW,SPL,NA,27,27b,7,10430.7998,22.201000213623047,0,11.360917091369629,709.5
2009,2009-06-02,32.52847604,-92.0439915,13008,FW08LA073,LA,Bayou de Saird,PROB,PLNLOW,CPL,NA,73,73h,6,4424.359863,24.961000442504883,0,18.27487564086914,1842.9599609375
2009,2009-06-02,39.69016591,-76.9302438,13222,FW08MD013,MD,Tributary to Big Pipe Creek,PROB,EHIGH,SAP,NA,64,64c,3,1.160099983,17.902000427246094,0,11.725125312805176,1227.9000244140625
2009,2009-06-02,46.31368402,-86.89834447,13163,FW08MI004,MI,Black Creek,PROB,PLNLOW,UMW,NA,50,50l,5,15.17129993,5.642000198364258,0.47999998927116394,4.094791889190674,892.8900146484375
2009,2009-06-02,35.40008016,-78.77839795,13616,FW08NC021,NC,Cape Fear River,PROB,PLNLOW,CPL,NA,65,65m,4,9023.650391,25.34400177001953,0,16.26308250427246,1156.7900390625
2009,2009-06-02,46.4305193,-102.1681364,12896,FW08ND142,ND,Thirtymile Creek near Burt,PROB,PLNLOW,NPL,PL-RANGE,43,43a,8,557.1660156,11.269001007080078,1.090000033378601,4.059625148773193,557.35003662109375
2009,2009-06-02,33.14937656,-107.2065678,14520,FW08NM047,NM,Rio Grande,PROB,WMTNS,XER,XE-SOUTH,24,24f,6,66535.5,24.309001922607422,0,17.029083251953125,221.10000610351562
2009,2009-06-02,37.38800049,-109.688429,15194,FW08RUT9100,UT,Fish Creek,HAND,WMTNS,XER,XE-EPLAT,20,20c,8,194.6640015,21.386001586914063,0,13.166916847229004,141.72000122070312
2009,2009-06-02,33.88390721,-78.78474118,15206,FW08SC002,SC,Waccamaw River,PROB,PLNLOW,CPL,NA,63,63n,4,2948.320068,24.49700164794922,2.1500000953674316,17.236207962036133,1327.4300537109375
2009,2009-06-02,30.47115358,-96.13823899,1334,FW08TX063,TX,Navasota River,PROB,PLNLOW,CPL,NA,33,33f,6,5499.209961,24.82200050354004,0,20.091041564941406,1135.530029296875
2009,2009-06-02,38.17732121,-79.37611138,14872,FW08VA002,VA,Daddy Run,PROB,EHIGH,SAP,NA,67,67b,3,4.668300152,18.319000244140625,0,10.506625175476074,1119.6700439453125
2009,2009-06-02,39.27680836,-78.81175214,14683,FW08WV031,WV,South Branch Potomac River,PROB,EHIGH,SAP,NA,67,67d,3,3443.51001,16.78700065612793,0,10.78125,922.219970703125
2009,2009-06-03,34.53135184,-111.8406707,14213,FW08AZ028,AZ,Verde River,PROB,WMTNS,WMT,MT-SWEST,23,23h,9,11082.2002,23.830001831054688,0,17.232666015625,170.6199951171875
2009,2009-06-03,40.10650954,-123.793817,14586,FW08CA207,CA,Bear Canyon,PROB,WMTNS,WMT,MT-PNW,1,1j,9,8.84856987,17.130001068115234,0,13.647749900817871,1204.320068359375
2009,2009-06-03,39.83429874,-75.57709346,12995,FW08DE009,DE,Brandywine Creek,PROB,EHIGH,SAP,NA,64,64c,3,767.0570068,20.57400131225586,9.59000015258789,11.954124450683594,1367.18994140625
2009,2009-06-03,29.98458621,-85.03298898,15759,FW08FL006,FL,Apalachicola,PROB,PLNLOW,CPL,NA,75,75i,4,49493.39844,25.147001266479492,0.5099999904632568,19.590749740600586,1897
2009,2009-06-03,38.83876448,-100.9919327,13215,FW08KS019,KS,Smoky Hill River,PROB,PLNLOW,SPL,NA,27,27b,7,5014.180176,13.897000312805176,3.190000057220459,11.131583213806152,697.5
2009,2009-06-03,36.86834591,-84.5781453,14778,FW08KY039,KY,Big South Fork Cumberland River,PROB,EHIGH,SAP,NA,68,68c,4,3301.689941,24.029001235961914,14.720000267028809,12.944541931152344,1590.8199462890625
2009,2009-06-03,32.49502418,-91.51857854,13010,FW08LA092,LA,Turkey Creek,PROB,PLNLOW,CPL,NA,73,73j,6,9.6563797,25.45100212097168,0,18.305374145507812,1742.6099853515625
2009,2009-06-03,39.59254931,-77.30108026,13224,FW08MD025,MD,Monocacy River,PROB,EHIGH,SAP,NA,64,64a,3,1331.880005,23.59200096130371,6.010000228881836,11.802916526794434,1214.1500244140625
2009,2009-06-03,42.5522966,-82.58845921,13002,FW08MI020,MI,St. Clair River,PROB,PLNLOW,TPL,NA,57,57a,5,3056.919922,NA,NA,NA,NA
2009,2009-06-03,46.057766290000004,-87.2473558,13194,FW08MI043,MI,Summer Meadow Creek,PROB,PLNLOW,UMW,NA,50,50l,5,43.97309875,8.821000099182129,0.3400000035762787,4.397791862487793,699.8900146484375
2009,2009-06-03,34.00165749,-88.51833182,12953,FW08MS008,MS,Tombigbee River,PROB,PLNLOW,CPL,NA,65,65p,4,3174.870117,25.770000457763672,0.20000000298023224,16.48958396911621,1816.4000244140625
2009,2009-06-03,35.87615762,-80.35988698,15421,FW08NC011,NC,Dunkers Creek,PROB,EHIGH,SAP,NA,45,45b,4,5.468160152,24.87900161743164,0,14.458582878112793,1416.679931640625
2009,2009-06-03,40.79965521,-98.43775352,14348,FW08NE015,NE,Platte River,PROB,PLNLOW,SPL,NA,27,27g,7,148415,14.97700023651123,1.6299999952316284,9.398124694824219,604.260009765625
2009,2009-06-03,38.47985267,-109.3975269,15193,FW08RUT9089,UT,Mill Creek,HAND,WMTNS,XER,XE-EPLAT,20,20c,8,46.14120102,19.573001861572266,1.2000000476837158,11.507708549499512,237.6999969482422
2009,2009-06-03,33.56170854,-79.08678599,15219,FW08SC014,SC,Maccamaw River,PROB,PLNLOW,CPL,NA,75,75j,4,40818.5,24.49300193786621,0,17.888500213623047,1329.6700439453125
2009,2009-06-03,39.15394264,-77.73734862,14882,FW08VA040,VA,Tributary to South Fork Catoctin Creek,PROB,EHIGH,SAP,NA,64,64c,3,0.113399997,23.939001083374023,2.440000057220459,11.676041603088379,1122.5899658203125
2009,2009-06-04,34.88683609,-112.3247841,14212,FW08AZ048,AZ,Verde River,PROB,WMTNS,WMT,MT-SWEST,23,23b,9,5465.200195,21.625001907348633,0,15.025208473205566,235.02999877929687
2009,2009-06-04,38.83027731,-122.9060675,14587,FW08CA199,CA,Big Sulphur Creek,PROB,WMTNS,XER,XE-CALIF,6,6j,9,96.46959686,16.571001052856445,0,15.007499694824219,732.22998046875
2009,2009-06-04,40.19171518,-105.2005421,12915,FW08CO015,CO,Saint Vrain Creek,PROB,PLNLOW,SPL,PL-NCULT,25,25l,8,589.1560059,14.414000511169434,0.5799999833106995,9.906416893005371,400.9200134277344
2009,2009-06-04,45.69913876,-87.40744478,13165,FW08MI015,MI,Big Cedar River,PROB,PLNLOW,UMW,NA,50,50l,5,432.6220093,10.272000312805176,0,4.806958198547363,640.8900146484375
2009,2009-06-04,37.76798723,-93.58093759,13395,FW08MO080,MO,South Fork Brush Creek,PROB,EHIGH,SAP,NA,39,39a,7,26.34630013,15.359001159667969,0,12.757708549499512,1442.6500244140625
2009,2009-06-04,32.80646117,-88.55027714,12952,FW08MS013,MS,Unnamed,PROB,PLNLOW,CPL,NA,65,65b,4,1.564200044,24.3960018157959,0,17.072458267211914,1659.179931640625
2009,2009-06-04,35.16118924,-80.65668257,15423,FW08NC013,NC,Unnamed Creek,PROB,EHIGH,SAP,NA,45,45b,4,0.96390003,25.09400177001953,0,15.904916763305664,1314.3900146484375
2009,2009-06-04,35.39707947,-80.72450223,15444,FW08NC036,NC,Rocky River,PROB,EHIGH,SAP,NA,45,45b,4,124.7180023,25.32200050354004,0,16.037540435791016,1302.47998046875
2009,2009-06-04,36.47169936,-76.94344925,13627,FW08NC050,NC,Chowan River,PROB,PLNLOW,CPL,NA,63,63n,4,6746.890137,26.020000457763672,0.6499999761581421,15.27804183959961,1335.93994140625
2009,2009-06-04,47.16788712,-102.6457541,12914,FW08ND064,ND,Crooked Creek near Emerson ND,PROB,PLNLOW,NPL,PL-RANGE,43,43a,8,327.2120056,13.762001037597656,0,4.275041580200195,497.29998779296875
2009,2009-06-04,36.70792574,-108.2114498,14507,FW08NM022,NM,San Juan River,PROB,WMTNS,XER,XE-EPLAT,22,22i,6,15041.2998,20.160001754760742,0,11.588250160217285,137.4300079345703
2009,2009-06-04,38.54468635,-109.50484230000001,15228,FW08UT070,UT,Pack Creek,PROB,WMTNS,XER,XE-EPLAT,20,20d,8,162.8769989,22.761001586914063,0,12.90929126739502,188.50999450683594
2009,2009-06-04,45.9140259,-122.8096803,15850,FW08WA041,WA,Columbia River near mouth,PROB,WMTNS,WMT,MT-PNW,3,3a,10,636712,22.32900047302246,0,11.495333671569824,925.44000244140625
2009,2009-06-05,34.35259107,-113.2188311,14173,FW08AZ004,AZ,Santa Maria River,PROB,WMTNS,XER,XE-SOUTH,81,81k,9,2706.01001,27.352001190185547,0,19.517250061035156,117.29000091552734
2009,2009-06-05,45.29254683,-87.44974689,13168,FW08MI039,MI,Rochereau Creek,PROB,PLNLOW,UMW,NA,50,50aa,5,1.933200002,15.313000679016113,0,5.752708435058594,701.66998291015625
2009,2009-06-05,37.77833107,-91.03216734,13388,FW08MO004,MO,Cub Creek,PROB,EHIGH,SAP,NA,39,39g,7,60.64300156,14.515000343322754,0,12.295833587646484,1436.429931640625
2009,2009-06-05,35.45800111,-77.67500301,13620,FW08NC029,NC,Contentnea Creek,PROB,PLNLOW,CPL,NA,65,65p,4,1802.390015,26.45400047302246,18.489999771118164,16.382083892822266,1276.1500244140625
2009,2009-06-05,34.03051233,-79.72312445,15214,FW08SC007,SC,Lynches River,PROB,PLNLOW,CPL,NA,63,63h,4,2732.830078,24.280000686645508,8.199999809265137,17.079042434692383,1197.239990234375
2009,2009-06-06,34.90862922,-87.06229652,12994,FW08AL028,AL,Elk River,PROB,EHIGH,SAP,NA,71,71h,4,4960.100098,18.485000610351562,0,15.507708549499512,1772.1099853515625
2009,2009-06-06,30.70226826,-83.0338573,15757,FW08GA006,GA,Alapaha River,PROB,PLNLOW,CPL,NA,75,75e,4,3462.199951,24.470001220703125,16.110000610351563,19.69474983215332,1172.1099853515625
2009,2009-06-06,30.60083047,-91.87677331,13007,FW08LA072,LA,Bayou Des Glaises,PROB,PLNLOW,CPL,NA,73,73m,6,1305.189941,21.99100112915039,0,20.0471248626709,1635.81005859375
2009,2009-06-06,34.58249492,-77.96322004,15439,FW08NC023,NC,Long Creek,PROB,PLNLOW,CPL,NA,63,63h,4,7.159500122,23.86400032043457,18.309999465942383,16.675291061401367,1366.5
2009,2009-06-06,36.35951479,-106.6759062,14519,FW08NM045,NM,Rio Chama,PROB,WMTNS,WMT,MT-SROCK,21,21d,6,3406.77002,17.118000030517578,0,9.421333312988281,362.7099914550781
2009,2009-06-07,34.95092177,-87.042028,12993,FW08AL012,AL,Elk River,PROB,EHIGH,SAP,NA,71,71h,4,4788.279785,21.44500160217285,0,15.444250106811523,1738.5400390625
2009,2009-06-07,35.67817479,-93.74408949,13049,FW08AR016,AR,Mulberry River,PROB,EHIGH,SAP,NA,38,38b,6,538.0620117,21.163000106811523,0,14.13354206085205,1527.6099853515625
2009,2009-06-07,29.90427145,-92.11600337,13005,FW08LA059,LA,Vermilion River,PROB,PLNLOW,CPL,NA,34,34j,6,4205.279785,23.292001724243164,0,20.448749542236328,1838.760009765625
2009,2009-06-07,35.38552971,-77.7538446,15420,FW08NC010,NC,Falling Creek,PROB,PLNLOW,CPL,NA,65,65m,4,1.404899955,20.23000144958496,0,16.35325050354004,1247.5
2009,2009-06-07,34.51978137,-78.25694366,13623,FW08NC039,NC,Black River,PROB,PLNLOW,CPL,NA,63,63n,4,3237.330078,20.79800033569336,1.0499999523162842,16.559123992919922,1159.1700439453125
2009,2009-06-07,36.21626391,-106.2480803,14446,FW08RNM9067,NM,Rio Chama,HAND,WMTNS,XER,XE-EPLAT,22,22g,6,5401.290039,18.49700164794922,0,11.024374961853027,263.7300109863281
2009,2009-06-07,34.76919749,-83.01151149,15216,FW08SC011,SC,Little Cane Creek,PROB,EHIGH,SAP,NA,45,45a,4,36.96229935,22.69300079345703,0,15.656749725341797,1753.8499755859375
2009,2009-06-07,33.49951013,-80.10986646,15234,FW08SC018,SC,Santee River,PROB,PLNLOW,CPL,NA,63,63n,4,37989.89844,22.32900047302246,0,17.403959274291992,1239.1099853515625
2009,2009-06-08,34.09935652,-91.64350158,14288,FW08AR151,AR,Unnamed,PROB,PLNLOW,CPL,NA,73,73i,6,12.09010029,25.256000518798828,0,16.646041870117188,1915.1300048828125
2009,2009-06-08,39.1062615,-99.23252823,13213,FW08KS058,KS,Saline River,PROB,PLNLOW,SPL,NA,27,27b,7,3177.840088,15.635001182556152,2.8399999141693115,11.165374755859375,620.80999755859375
2009,2009-06-08,39.67335484,-78.65539148,13221,FW08MD011,MD,Collier Run,PROB,EHIGH,SAP,NA,67,67c,3,1.725299954,20.602001190185547,0,10.728083610534668,997.29998779296875
2009,2009-06-08,42.42834336,-85.58468357,13167,FW08MI022,MI,Silver Creek,PROB,PLNLOW,UMW,NA,56,56h,5,52.07310104,19.05900001525879,3.7300000190734863,8.726374626159668,1056.77001953125
2009,2009-06-08,35.32025045,-77.02918692,15451,FW08NC046,NC,Unnamed,PROB,PLNLOW,CPL,NA,63,63e,4,21.74720001,23.281002044677734,0,16.815584182739258,1456.75
2009,2009-06-08,40.65333586,-98.91383156,14362,FW08NE046,NE,South Channel Platte River,PROB,PLNLOW,SPL,NA,27,27g,7,74.70030212,12.857000350952148,0.05999999865889549,9.360666275024414,592.22998046875
2009,2009-06-08,35.53000044,-99.13021326,14425,FW08OK024,OK,Washita River,PROB,PLNLOW,SPL,NA,27,27q,6,4023.27002,25.815000534057617,0,15.118999481201172,593.8699951171875
2009,2009-06-08,34.74262377,-83.23697625,15204,FW08SC001,SC,East Toxaway Creek,PROB,EHIGH,SAP,NA,66,66d,4,1.765799999,22.038000106811523,0,14.779083251953125,1989.260009765625
2009,2009-06-08,33.61109176,-82.16242838,15220,FW08SC015,SC,Savannah River,PROB,EHIGH,SAP,NA,45,45b,4,16274.09961,23.690000534057617,0,17.312166213989258,1322.8399658203125
2009,2009-06-08,36.93005048,-78.35759661,15630,FW08VA003,VA,Kits Creek,PROB,EHIGH,SAP,NA,45,45c,3,3.703150034,21.586000442504883,0,13.96137523651123,1408.1099853515625
2009,2009-06-08,44.30321955,-106.938932,13071,FW08WY005,WY,Hondo Creek,PROB,WMTNS,WMT,MT-NROCK,17,17k,8,2.004319906,-1.2130000591278076,9.25,3.0972914695739746,477.239990234375
2009,2009-06-09,34.71586192,-85.61116941,12992,FW08AL011,AL,Town Creek,PROB,EHIGH,SAP,NA,68,68d,4,2.695499897,22.296001434326172,0,13.86008358001709,1551.4300537109375
2009,2009-06-09,35.42766302,-94.14453915,13050,FW08AR032,AR,Arkansas River,PROB,EHIGH,SAP,NA,37,37b,6,383158,26.29800033569336,0,15.444666862487793,1549.280029296875
2009,2009-06-09,33.22879258,-91.28794196,14281,FW08AR093,AR,Unknown,PROB,PLNLOW,CPL,NA,73,73d,6,19.99924462,26.154001235961914,0,17.470333099365234,1928.719970703125
2009,2009-06-09,40.52190611,-108.2847026,15520,FW08CO066,CO,Yampa River,PROB,WMTNS,XER,XE-EPLAT,18,18a,8,9677.200195,13.476000785827637,1.2100000381469727,6.592583656311035,358.8299865722656
2009,2009-06-09,29.94962646,-81.78093205,15755,FW08FL048,FL,Unknown,PROB,PLNLOW,CPL,NA,75,75f,4,7.515900135,25.44900131225586,10.15999984741211,20.544208526611328,1572.6700439453125
2009,2009-06-09,39.72059013,-99.22212862,13212,FW08KS037,KS,Starvation Creek,PROB,PLNLOW,SPL,NA,27,27b,7,462.1359863,18.347000122070313,3.359999895095825,10.640458106994629,755.16998291015625
2009,2009-06-09,31.36398535,-93.19880578,13006,FW08LA062,LA,Odom Creek,PROB,PLNLOW,CPL,NA,35,35e,6,2.063699961,26.70600128173828,0,19.1510009765625,1465.4400634765625
2009,2009-06-09,39.62553819,-78.75176281,13217,FW08MD027,MD,Potomac River at Cumberland,PROB,EHIGH,SAP,NA,67,67d,3,2274.639893,24.312000274658203,0,12.298125267028809,1024.2900390625
2009,2009-06-09,42.33026798,-86.20778999,13164,FW08MI010,MI,Cedar Creek,PROB,PLNLOW,UMW,NA,56,56d,5,36.0868988,19.34600067138672,3.5199999809265137,8.69254207611084,1155.469970703125
2009,2009-06-09,42.61668657,-85.72820112,13195,FW08MI054,MI,Farm drain near Hopkins,PROB,PLNLOW,UMW,NA,56,56f,5,4.595610142,18.68800163269043,5.690000057220459,8.321916580200195,1195.5400390625
2009,2009-06-09,36.15021169,-76.73789,13622,FW08NC034,NC,Chowan River,PROB,PLNLOW,CPL,NA,63,63e,4,12606.2998,26.290000915527344,0,15.954957962036133,1362.1700439453125
2009,2009-06-09,40.78429239,-98.73231505,14353,FW08NE031,NE,Wood River,PROB,PLNLOW,SPL,NA,27,27g,7,1337.469971,16.73400115966797,0.019999999552965164,9.199541091918945,616.3399658203125
2009,2009-06-09,34.99997433,-98.87602324,14422,FW08OK009,OK,Tributary to Rainy Mountain Creek,PROB,PLNLOW,SPL,NA,27,27h,6,15.52190018,25.89200210571289,0,15.813583374023438,775.55999755859375
2009,2009-06-09,35.14814072,-99.21886928,14439,FW08OK052,OK,Elk Creek,PROB,PLNLOW,SPL,NA,27,27q,6,506.7070007,24.71000099182129,0,15.570124626159668,694.469970703125
2009,2009-06-09,35.02681061,-77.13455165,15479,FW08RNC9102,NC,Island Creek,HAND,PLNLOW,CPL,NA,63,63h,4,24.8192997,25.024002075195313,0,16.630582809448242,1373.72998046875
2009,2009-06-09,34.33290929,-104.18083,14448,FW08RNM9076,NM,Pecos River,HAND,PLNLOW,SPL,PL-RANGE,26,26n,6,15475.2002,24.26300048828125,0,15.07854175567627,304.9499816894531
2009,2009-06-09,33.82362461,-80.0680311,15212,FW08SC006,SC,Newman Branch,PROB,PLNLOW,CPL,NA,63,63h,4,13.93739986,25.091001510620117,0.2800000011920929,17.018667221069336,1358.8900146484375
2009,2009-06-09,34.64299314,-82.45397174,15218,FW08SC013,SC,Saluda River,PROB,EHIGH,SAP,NA,45,45b,4,1083.76001,24.985000610351563,0,16.201457977294922,1484.1400146484375
2009,2009-06-09,37.52369975,-78.31031014,15644,FW08VA039,VA,Willis River,PROB,EHIGH,SAP,NA,45,45g,3,365.7090149,24.559001922607422,0,13.253458023071289,1429
2009,2009-06-09,37.73009938,-80.5944262,14685,FW08WV032,WV,Greenbrier River,PROB,EHIGH,SAP,NA,69,69c,3,3577.449951,21.542001724243164,0.25,10.898541450500488,1279.719970703125
2009,2009-06-09,44.15839041,-106.9120158,13073,FW08WY041,WY,Muddy Creek,PROB,WMTNS,WMT,MT-NROCK,17,17m,8,9.217080116,2.828000068664551,4.960000038146973,3.1819164752960205,438.79998779296875
2009,2009-06-10,33.6451774,-92.20747631,14264,FW08AR013,AR,Unknown,PROB,PLNLOW,CPL,NA,35,35a,6,2.064599991,26.354001998901367,0,16.272624969482422,2237.010009765625
2009,2009-06-10,32.40882122,-111.1606295,12988,FW08AZ019,AZ,Left Blank,PROB,WMTNS,XER,XE-SOUTH,81,81n,9,8837.320313,25.957000732421875,0,21.676624298095703,147.88999938964844
2009,2009-06-10,29.77762355,-81.30897471,15767,FW08FL075,FL,Moses Creek,PROB,PLNLOW,CPL,NA,75,75d,4,2.91689992,26.394001007080078,0,21.469457626342773,1668.0999755859375
